"","hgnc_symbol","entrez_id"
"217799_x_at","UBE2H","7328"
"217800_s_at","NDFIP1","80762"
"217801_at","ATP5E","514"
"217802_s_at","NUCKS1","64710"
"217803_at","GOLPH3","64083"
"217806_s_at","POLDIP2","26073"
"217807_s_at","GLTSCR2","29997"
"217808_s_at","MAPKAP1","79109"
"217809_at","BZW2","28969"
"217810_x_at","LARS","51520"
"217811_at","SELT","51714"
"217812_at","YTHDF2","51441"
"217813_s_at","SPIN1","10927"
"217814_at","CCDC47","57003"
"217821_s_at","WBP11","51729"
"217823_s_at","UBE2J1","51465"
"217827_s_at","SPG21","51324"
"217828_at","SLTM","79811"
"217829_s_at","USP39","10713"
"217830_s_at","NSFL1C","55968"
"217835_x_at","TGIF2-C20orf24","100527943"
"217836_s_at","YY1AP1","55249"
"217838_s_at","EVL","51466"
"217839_at","TFG","10342"
"217840_at","DDX41","51428"
"217841_s_at","PPME1","51400"
"217842_at","C7orf55-LUC7L2","100996928"
"217843_s_at","MED4","29079"
"217844_at","CTDSP1","58190"
"217845_x_at","HIGD1A","25994"
"217846_at","QARS","5859"
"217847_s_at","THRAP3","9967"
"217848_s_at","PPA1","5464"
"217850_at","GNL3","26354"
"217851_s_at","SLMO2","51012"
"217852_s_at","ARL8B","55207"
"217853_at","TNS3","64759"
"217855_x_at","SDF4","51150"
"217858_s_at","ARMCX3","51566"
"217860_at","NDUFA10","4705"
"217861_s_at","PREB","10113"
"217864_s_at","PIAS1","8554"
"217866_at","CPSF7","79869"
"217867_x_at","BACE2","25825"
"217868_s_at","METTL9","51108"
"217869_at","HSD17B12","51144"
"217871_s_at","MIF","4282"
"217872_at","PIH1D1","55011"
"217873_at","CAB39","51719"
"217874_at","SUCLG1","8802"
"217875_s_at","PMEPA1","56937"
"217876_at","GTF3C5","9328"
"217877_s_at","GPBP1L1","60313"
"217882_at","EMC3","55831"
"217883_at","MMADHC","27249"
"217884_at","NAT10","55226"
"217888_s_at","ARFGAP1","55738"
"217889_s_at","CYBRD1","79901"
"217891_at","C16orf58","64755"
"217892_s_at","LIMA1","51474"
"217893_s_at","AKIRIN1","79647"
"217894_at","KCTD3","51133"
"217896_s_at","FAM192A","80011"
"217897_at","FXYD6","53826"
"217898_at","EMC7","56851"
"217899_at","TMEM214","54867"
"217900_at","IARS2","55699"
"217903_at","STRN4","29888"
"217904_s_at","BACE1","23621"
"217905_at","MCMBP","79892"
"217906_at","KLHDC2","23588"
"217907_at","MRPL18","29074"
"217908_s_at","DCAF6","55827"
"217911_s_at","BAG3","9531"
"217912_at","DUS1L","64118"
"217913_at","VPS4A","27183"
"217915_s_at","RSL24D1","51187"
"217916_s_at","FAM49B","51571"
"217917_s_at","DYNLRB1","83658"
"217919_s_at","MRPL42","28977"
"217923_at","PEF1","553115"
"217926_at","C19orf53","28974"
"217927_at","SPCS1","28972"
"217928_s_at","PPP6R3","55291"
"217929_s_at","KIAA0319L","79932"
"217930_s_at","TOLLIP","54472"
"217932_at","MRPS7","51081"
"217933_s_at","LAP3","51056"
"217934_x_at","STUB1","10273"
"217935_s_at","UQCC","55245"
"217937_s_at","HDAC7","51564"
"217938_s_at","KCMF1","56888"
"217939_s_at","AFTPH","54812"
"217940_s_at","CARKD","55739"
"217942_at","MRPS35","60488"
"217943_s_at","MAP7D1","55700"
"217944_at","POMGNT1","55624"
"217945_at","BTBD1","53339"
"217947_at","CMTM6","54918"
"217948_at","FAM127B","26071"
"217949_s_at","VKORC1","79001"
"217950_at","NOSIP","51070"
"217956_s_at","ENOPH1","58478"
"217957_at","C16orf80","29105"
"217958_at","TRAPPC4","51399"
"217960_s_at","TOMM22","56993"
"217961_at","SLC25A38","54977"
"217962_at","NOP10","55505"
"217963_s_at","NGFRAP1","27018"
"217964_at","TTC19","54902"
"217965_s_at","SAP30BP","29115"
"217966_s_at","FAM129A","116496"
"217968_at","TSSC1","7260"
"217969_at","VPS51","738"
"217970_s_at","CNOT6","57472"
"217971_at","LAMTOR3","8649"
"217972_at","CHCHD3","54927"
"217973_at","DCXR","51181"
"217975_at","WBP5","51186"
"217976_s_at","DYNC1LI1","51143"
"217978_s_at","UBE2Q1","55585"
"217979_at","TSPAN13","27075"
"217980_s_at","MRPL16","54948"
"217981_s_at","TIMM10B","26515"
"217982_s_at","MORF4L1","10933"
"217983_s_at","RNASET2","8635"
"217985_s_at","BAZ1A","11177"
"217987_at","ASNSD1","54529"
"217988_at","CCNB1IP1","57820"
"217990_at","GMPR2","51292"
"217991_x_at","SSBP3","23648"
"217992_s_at","EFHD2","79180"
"217993_s_at","MAT2B","27430"
"217994_x_at","CPSF3L","54973"
"217995_at","SQRDL","58472"
"217996_at","PHLDA1","22822"
"218002_s_at","CXCL14","9547"
"218003_s_at","FKBP3","2287"
"218004_at","BSDC1","55108"
"218007_s_at","RPS27L","51065"
"218009_s_at","PRC1","9055"
"218010_x_at","PPDPF","79144"
"218011_at","UBL5","59286"
"218012_at","TSPYL2","64061"
"218013_x_at","DCTN4","51164"
"218014_at","NUP85","79902"
"218016_s_at","POLR3E","55718"
"218020_s_at","ZFAND3","60685"
"218021_at","DHRS4","10901"
"218022_at","VRK3","51231"
"218023_s_at","FAM53C","51307"
"218024_at","MPC1","51660"
"218025_s_at","ECI2","10455"
"218026_at","COA3","28958"
"218027_at","MRPL15","29088"
"218028_at","ELOVL1","64834"
"218029_at","FAM65A","79567"
"218030_at","GIT1","28964"
"218032_at","SNN","8303"
"218034_at","FIS1","51024"
"218035_s_at","RBM47","54502"
"218036_x_at","NMD3","51068"
"218037_at","FAM134A","79137"
"218039_at","NUSAP1","51203"
"218040_at","PRPF38B","55119"
"218041_x_at","SLC38A2","54407"
"218042_at","COPS4","51138"
"218043_s_at","AZI2","64343"
"218044_x_at","PTMS","5763"
"218046_s_at","MRPS16","51021"
"218047_at","OSBPL9","114883"
"218048_at","COMMD3","23412"
"218049_s_at","MRPL13","28998"
"218050_at","UFM1","51569"
"218051_s_at","NT5DC2","64943"
"218052_s_at","ATP13A1","57130"
"218055_s_at","WDR41","55255"
"218056_at","BFAR","51283"
"218057_x_at","EMC8","10328"
"218058_at","CXXC1","30827"
"218059_at","ZNF706","51123"
"218061_at","MEA1","4201"
"218065_s_at","TMEM9B","56674"
"218066_at","SLC12A7","10723"
"218067_s_at","ARGLU1","55082"
"218068_s_at","ZNF672","79894"
"218069_at","DCTPP1","79077"
"218070_s_at","GMPPA","29926"
"218071_s_at","MKRN2","23609"
"218072_at","COMMD9","29099"
"218074_at","FAM96B","51647"
"218075_at","AAAS","8086"
"218076_s_at","ARHGAP17","55114"
"218079_s_at","GGNBP2","79893"
"218080_x_at","FAF1","11124"
"218081_at","C20orf27","54976"
"218082_s_at","UBP1","7342"
"218083_at","PTGES2","80142"
"218084_x_at","FXYD5","53827"
"218085_at","CHMP5","51510"
"218086_at","NPDC1","56654"
"218088_s_at","RRAGC","64121"
"218089_at","AAR2","25980"
"218090_s_at","WDR11","55717"
"218093_s_at","ANKRD10","55608"
"218094_s_at","DBNDD2","55861"
"218095_s_at","TMEM165","55858"
"218096_at","AGPAT5","55326"
"218097_s_at","CUEDC2","79004"
"218099_at","TEX2","55852"
"218100_s_at","IFT57","55081"
"218102_at","DERA","51071"
"218103_at","FTSJ3","117246"
"218105_s_at","MRPL4","51073"
"218106_s_at","MRPS10","55173"
"218107_at","WDR26","80232"
"218108_at","UBR7","55148"
"218109_s_at","MFSD1","64747"
"218110_at","XAB2","56949"
"218111_s_at","CMAS","55907"
"218112_at","MRPS34","65993"
"218113_at","TMEM2","23670"
"218115_at","ASF1B","55723"
"218117_at","RBX1","9978"
"218118_s_at","TIMM23","100287932"
"218120_s_at","HMOX2","3163"
"218122_s_at","SENP2","59343"
"218123_at","C21orf59","56683"
"218125_s_at","CCDC25","55246"
"218126_at","RMDN3","55177"
"218127_at","NFYB","4801"
"218132_s_at","TSEN34","79042"
"218133_s_at","NIF3L1","60491"
"218134_s_at","RBM22","55696"
"218135_at","ERGIC2","51290"
"218137_s_at","SMAP1","60682"
"218138_at","MKKS","8195"
"218139_s_at","AP5M1","55745"
"218140_x_at","SRPRB","58477"
"218141_at","UBE2O","63893"
"218142_s_at","CRBN","51185"
"218143_s_at","SCAMP2","10066"
"218146_at","GLT8D1","55830"
"218148_at","CENPT","80152"
"218149_s_at","ZNF395","55893"
"218150_at","ARL5A","26225"
"218151_x_at","SLC52A2","79581"
"218153_at","CARS2","79587"
"218154_at","GSDMD","79792"
"218155_x_at","TSR1","55720"
"218157_x_at","CDC42SE1","56882"
"218158_s_at","APPL1","26060"
"218159_at","DDRGK1","65992"
"218160_at","NDUFA8","4702"
"218162_at","OLFML3","56944"
"218164_at","SPATA20","64847"
"218165_at","MEAF6","64769"
"218167_at","AMZ2","51321"
"218168_s_at","ADCK3","56997"
"218170_at","ISOC1","51015"
"218171_at","VPS4B","9525"
"218172_s_at","DERL1","79139"
"218173_s_at","WHSC1L1","54904"
"218174_s_at","TMEM254","80195"
"218175_at","CCDC92","80212"
"218176_at","MAGEF1","64110"
"218177_at","CHMP1B","57132"
"218179_s_at","TRAPPC11","60684"
"218180_s_at","EPS8L2","64787"
"218182_s_at","CLDN1","9076"
"218183_at","CDIP1","29965"
"218184_at","TULP4","56995"
"218185_s_at","ARMC1","55156"
"218186_at","RAB25","57111"
"218187_s_at","C8orf33","65265"
"218188_s_at","TIMM13","26517"
"218189_s_at","NANS","54187"
"218190_s_at","UQCR10","29796"
"218191_s_at","LMBRD1","55788"
"218192_at","IP6K2","51447"
"218193_s_at","GOLT1B","51026"
"218194_at","REXO2","25996"
"218195_at","C6orf211","79624"
"218196_at","OSTM1","28962"
"218197_s_at","OXR1","55074"
"218198_at","DHX32","55760"
"218199_s_at","NOL6","65083"
"218200_s_at","NDUFB2","4708"
"218202_x_at","MRPL44","65080"
"218203_at","ALG5","29880"
"218205_s_at","MKNK2","2872"
"218206_x_at","SCAND1","51282"
"218207_s_at","STMN3","50861"
"218208_at","PQLC1","80148"
"218210_at","FN3KRP","79672"
"218212_s_at","MOCS2","4338"
"218213_s_at","TMEM258","746"
"218214_at","C12orf44","60673"
"218215_s_at","NR1H2","7376"
"218217_at","SCPEP1","59342"
"218218_at","APPL2","55198"
"218219_s_at","LANCL2","55915"
"218220_at","C12orf10","60314"
"218223_s_at","PLEKHO1","51177"
"218224_at","PNMA1","9240"
"218225_at","ECSIT","51295"
"218226_s_at","NDUFB4","4710"
"218227_at","NUBP2","10101"
"218229_s_at","POGK","57645"
"218231_at","NAGK","55577"
"218232_at","C1QA","712"
"218233_s_at","TOMM6","100188893"
"218234_at","ING4","51147"
"218235_s_at","UTP11L","51118"
"218237_s_at","SLC38A1","81539"
"218238_at","GTPBP4","23560"
"218240_at","NKIRAS2","28511"
"218241_at","GOLGA5","9950"
"218242_s_at","SUV420H1","51111"
"218243_at","RUFY1","80230"
"218244_at","NOL8","55035"
"218246_at","MUL1","79594"
"218247_s_at","MEX3C","51320"
"218248_at","FAM111A","63901"
"218249_at","ZDHHC6","64429"
"218251_at","MID1IP1","58526"
"218252_at","CKAP2","26586"
"218253_s_at","EIF2D","1939"
"218255_s_at","FBRS","64319"
"218256_s_at","NUP54","53371"
"218257_s_at","UGGT1","56886"
"218258_at","POLR1D","51082"
"218260_at","DDA1","79016"
"218261_at","AP1M2","10053"
"218262_at","RMND5B","64777"
"218263_s_at","ZBED5","58486"
"218264_at","BCCIP","56647"
"218265_at","SECISBP2","79048"
"218266_s_at","NCS1","23413"
"218267_at","CINP","51550"
"218268_at","TBC1D15","64786"
"218271_s_at","PARL","55486"
"218274_s_at","ANKZF1","55139"
"218275_at","SLC25A10","1468"
"218276_s_at","SAV1","60485"
"218277_s_at","DHX40","79665"
"218278_at","WDR74","54663"
"218281_at","MRPL48","51642"
"218282_at","EDEM2","55741"
"218283_at","SS18L2","51188"
"218285_s_at","BDH2","56898"
"218286_s_at","RNF7","9616"
"218287_s_at","AGO1","26523"
"218288_s_at","CCDC90B","60492"
"218289_s_at","UBA5","79876"
"218290_at","PLEKHJ1","55111"
"218291_at","LAMTOR2","28956"
"218292_s_at","PRKAG2","51422"
"218296_x_at","MSTO2P","100129405"
"218298_s_at","C14orf159","80017"
"218299_at","C11orf24","53838"
"218300_at","PAGR1","79447"
"218301_at","RNPEPL1","57140"
"218302_at","PSENEN","55851"
"218303_x_at","KRCC1","51315"
"218304_s_at","OSBPL11","114885"
"218305_at","IPO4","79711"
"218306_s_at","HERC1","8925"
"218307_at","RSAD1","55316"
"218308_at","TACC3","10460"
"218309_at","CAMK2N1","55450"
"218310_at","RABGEF1","27342"
"218311_at","MAP4K3","8491"
"218313_s_at","GALNT7","51809"
"218315_s_at","CDK5RAP1","51654"
"218316_at","TIMM9","26520"
"218317_x_at","SLX1A","548593"
"218318_s_at","NLK","51701"
"218319_at","PELI1","57162"
"218320_s_at","NDUFB11","54539"
"218321_x_at","STYXL1","51657"
"218322_s_at","ACSL5","51703"
"218324_s_at","SPATS2","65244"
"218326_s_at","LGR4","55366"
"218327_s_at","SNAP29","9342"
"218328_at","COQ4","51117"
"218329_at","PRDM4","11108"
"218330_s_at","NAV2","89797"
"218332_at","BEX1","55859"
"218333_at","DERL2","51009"
"218334_at","THOC7","80145"
"218335_x_at","TNIP2","79155"
"218336_at","PFDN2","5202"
"218338_at","PHC1","1911"
"218339_at","MRPL22","29093"
"218340_s_at","UBA6","55236"
"218341_at","PPCS","79717"
"218342_s_at","ERMP1","79956"
"218344_s_at","RCOR3","55758"
"218345_at","TMEM176A","55365"
"218346_s_at","SESN1","27244"
"218347_at","TYW1","55253"
"218348_s_at","ZC3H7A","29066"
"218349_s_at","ZWILCH","55055"
"218350_s_at","GMNN","51053"
"218351_at","COMMD8","54951"
"218352_at","RCBTB1","55213"
"218354_at","TRAPPC2L","51693"
"218355_at","KIF4A","24137"
"218356_at","FTSJ2","29960"
"218357_s_at","TIMM8B","26521"
"218358_at","CRELD2","79174"
"218359_at","NRSN2","80023"
"218361_at","GOLPH3L","55204"
"218364_at","LRRFIP2","9209"
"218365_s_at","DARS2","55157"
"218366_x_at","METTL17","64745"
"218367_x_at","USP21","27005"
"218368_s_at","TNFRSF12A","51330"
"218369_s_at","EXOSC1","51013"
"218370_s_at","S100PBP","64766"
"218371_s_at","PSPC1","55269"
"218372_at","MED9","55090"
"218373_at","AKTIP","64400"
"218374_s_at","C12orf4","57102"
"218375_at","NUDT9","53343"
"218376_s_at","MICAL1","64780"
"218377_s_at","RWDD2B","10069"
"218378_s_at","LOC100630923","100630923"
"218379_at","RBM7","10179"
"218380_at","LOC728392","728392"
"218383_at","HAUS4","54930"
"218385_at","MRPS18A","55168"
"218386_x_at","USP16","10600"
"218387_s_at","PGLS","25796"
"218390_s_at","FAM204A","63877"
"218391_at","SNF8","11267"
"218392_x_at","SFXN1","94081"
"218394_at","ROGDI","79641"
"218395_at","ACTR6","64431"
"218396_at","VPS13C","54832"
"218397_at","FANCL","55120"
"218398_at","MRPS30","10884"
"218399_s_at","CDCA4","55038"
"218401_s_at","ZNF281","23528"
"218403_at","TRIAP1","51499"
"218404_at","SNX10","29887"
"218405_at","ABT1","29777"
"218409_s_at","DNAJC1","64215"
"218410_s_at","PGP","283871"
"218411_s_at","MBIP","51562"
"218412_s_at","GTF2IRD1","9569"
"218413_s_at","ZNF639","51193"
"218415_at","VPS33B","26276"
"218416_s_at","SLC48A1","55652"
"218418_s_at","KANK2","25959"
"218419_s_at","TMUB2","79089"
"218420_s_at","PROSER1","80209"
"218423_x_at","VPS54","51542"
"218425_at","RNF216","54476"
"218427_at","SDCCAG3","10807"
"218428_s_at","REV1","51455"
"218430_s_at","RFX7","64864"
"218431_at","VIPAS39","63894"
"218432_at","FBXO3","26273"
"218433_at","PANK3","79646"
"218434_s_at","AACS","65985"
"218435_at","DNAJC15","29103"
"218436_at","SIL1","64374"
"218437_s_at","LZTFL1","54585"
"218438_s_at","MED28","80306"
"218439_s_at","COMMD10","51397"
"218440_at","MCCC1","56922"
"218441_s_at","RPAP1","26015"
"218442_at","MROH7-TTC4","100527960"
"218443_s_at","DAZAP1","26528"
"218444_at","ALG12","79087"
"218445_at","H2AFY2","55506"
"218446_s_at","TVP23B","51030"
"218447_at","CMC2","56942"
"218448_at","GID8","54994"
"218449_at","UFSP2","55325"
"218450_at","HEBP1","50865"
"218452_at","SMARCAL1","50485"
"218453_s_at","TMEM242","729515"
"218454_at","PLBD1","79887"
"218457_s_at","DNMT3A","1788"
"218458_at","GMCL1P1","64396"
"218459_at","TOR3A","64222"
"218461_at","GPN3","51184"
"218462_at","RPF1","80135"
"218463_s_at","MUS81","80198"
"218464_s_at","FAM222B","55731"
"218465_at","TMEM33","55161"
"218466_at","TBC1D17","79735"
"218467_at","PSMG2","56984"
"218468_s_at","GREM1","26585"
"218470_at","YARS2","51067"
"218471_s_at","BBS1","582"
"218472_s_at","PELO","53918"
"218473_s_at","COLGALT1","79709"
"218474_s_at","KCTD5","54442"
"218475_at","TRMT2A","27037"
"218476_at","POMT1","10585"
"218477_at","TMEM14A","28978"
"218478_s_at","ZCCHC8","55596"
"218480_at","AGBL5","60509"
"218481_at","EXOSC5","56915"
"218482_at","ENY2","56943"
"218483_s_at","IFT46","56912"
"218484_at","NDUFA4L2","56901"
"218485_s_at","SLC35C1","55343"
"218488_at","EIF2B3","8891"
"218490_s_at","ZNF302","55900"
"218491_s_at","THYN1","29087"
"218492_s_at","THAP7","80764"
"218493_at","SNRNP25","79622"
"218495_at","UXT","8409"
"218496_at","RNASEH1","246243"
"218498_s_at","ERO1L","30001"
"218499_at","MST4","51765"
"218501_at","ARHGEF3","50650"
"218502_s_at","TRPS1","7227"
"218504_at","FAHD2A","51011"
"218505_at","WDR59","79726"
"218506_x_at","GLYR1","84656"
"218508_at","DCP1A","55802"
"218509_at","LPPR2","64748"
"218511_s_at","PNPO","55163"
"218512_at","WDR12","55759"
"218513_at","TMA16","55319"
"218514_at","SMG8","55181"
"218516_s_at","IMPAD1","54928"
"218517_at","PHF17","79960"
"218518_at","FAM13B","51306"
"218523_at","LHPP","64077"
"218524_at","E4F1","1877"
"218525_s_at","HIF1AN","55662"
"218526_s_at","RANGRF","29098"
"218528_s_at","RNF38","152006"
"218529_at","CD320","51293"
"218530_at","FHOD1","29109"
"218531_at","TMEM134","80194"
"218533_s_at","UCKL1","54963"
"218535_s_at","RIOK2","55781"
"218536_at","MRS2","57380"
"218537_at","HCFC1R1","54985"
"218539_at","FBXO34","55030"
"218540_at","THTPA","79178"
"218541_s_at","C8orf4","56892"
"218542_at","CEP55","55165"
"218543_s_at","PARP12","64761"
"218544_s_at","RCL1","10171"
"218545_at","CCDC91","55297"
"218546_at","C1orf115","79762"
"218547_at","DHDDS","79947"
"218548_x_at","TEX264","51368"
"218550_s_at","LRRC20","55222"
"218551_at","MIIP","60672"
"218552_at","ECHDC2","55268"
"218553_s_at","KCTD15","79047"
"218554_s_at","ASH1L","55870"
"218555_at","ANAPC2","29882"
"218556_at","ORMDL2","29095"
"218557_at","NIT2","56954"
"218558_s_at","MRPL39","54148"
"218559_s_at","MAFB","9935"
"218560_s_at","JMJD4","65094"
"218561_s_at","LYRM4","57128"
"218563_at","NDUFA3","4696"
"218564_at","RFWD3","55159"
"218565_at","C9orf114","51490"
"218566_s_at","CHORDC1","26973"
"218567_x_at","DPP3","10072"
"218568_at","AGK","55750"
"218569_s_at","KBTBD4","55709"
"218571_s_at","CHMP4A","29082"
"218573_at","MAGEH1","28986"
"218574_s_at","LMCD1","29995"
"218575_at","ANAPC1","64682"
"218576_s_at","DUSP12","11266"
"218577_at","LRRC40","55631"
"218578_at","CDC73","79577"
"218579_s_at","DHX35","60625"
"218580_x_at","AURKAIP1","54998"
"218581_at","ABHD4","63874"
"218582_at","MARCH5","54708"
"218584_at","TCTN1","79600"
"218585_s_at","DTL","51514"
"218586_at","MRGBP","55257"
"218587_s_at","POGLUT1","56983"
"218588_s_at","FAM114A2","10827"
"218589_at","LPAR6","10161"
"218590_at","C10orf2","56652"
"218591_s_at","NOL10","79954"
"218592_s_at","CECR5","27440"
"218593_at","RBM28","55131"
"218596_at","TBC1D13","54662"
"218597_s_at","CISD1","55847"
"218598_at","RINT1","60561"
"218599_at","REC8","9985"
"218600_at","LIMD2","80774"
"218601_at","URGCP","55665"
"218602_s_at","HAUS6","54801"
"218603_at","HECA","51696"
"218604_at","LEMD3","23592"
"218605_at","TFB2M","64216"
"218606_at","ZDHHC7","55625"
"218607_s_at","SDAD1","55153"
"218608_at","ATP13A2","23400"
"218609_s_at","NUDT2","318"
"218610_s_at","CPPED1","55313"
"218611_at","IER5","51278"
"218612_s_at","TSSC4","10078"
"218614_at","KIAA1551","55196"
"218615_s_at","TMEM39A","55254"
"218616_at","INTS12","57117"
"218618_s_at","FNDC3B","64778"
"218619_s_at","SUV39H1","6839"
"218620_s_at","HEMK1","51409"
"218622_at","NUP37","79023"
"218623_at","HMP19","51617"
"218625_at","NRN1","51299"
"218626_at","EIF4ENIF1","56478"
"218627_at","DRAM1","55332"
"218628_at","CCDC53","51019"
"218629_at","SMO","6608"
"218631_at","AVPI1","60370"
"218632_at","HECTD3","79654"
"218633_x_at","ABHD10","55347"
"218636_s_at","MAN1B1","11253"
"218638_s_at","SPON2","10417"
"218639_s_at","ZXDC","79364"
"218640_s_at","PLEKHF2","79666"
"218641_at","C11orf95","65998"
"218642_s_at","CHCHD7","79145"
"218643_s_at","CRIPT","9419"
"218644_at","PLEK2","26499"
"218646_at","C4orf27","54969"
"218647_s_at","YRDC","79693"
"218648_at","CRTC3","64784"
"218650_at","DGCR8","54487"
"218651_s_at","LARP6","55323"
"218652_s_at","PIGG","54872"
"218653_at","SLC25A15","10166"
"218654_s_at","MRPS33","51650"
"218655_s_at","CWC25","54883"
"218656_s_at","LHFP","10186"
"218657_at","RAPGEFL1","51195"
"218658_s_at","ACTR8","93973"
"218660_at","DYSF","8291"
"218661_at","NAA60","79903"
"218662_s_at","NCAPG","64151"
"218664_at","MECR","51102"
"218665_at","FZD4","8322"
"218666_s_at","STX17","55014"
"218667_at","PJA1","64219"
"218668_s_at","RAP2C","57826"
"218670_at","PUS1","80324"
"218671_s_at","ATPIF1","93974"
"218672_at","TNFAIP8L2-SCNM1","100534012"
"218673_s_at","ATG7","10533"
"218674_at","TRAPPC13","80006"
"218675_at","SLC22A17","51310"
"218676_s_at","PCTP","58488"
"218677_at","S100A14","57402"
"218678_at","NES","10763"
"218679_s_at","VPS28","51160"
"218680_x_at","SERF2-C15ORF63","100529067"
"218681_s_at","SDF2L1","23753"
"218684_at","LRRC8D","55144"
"218685_s_at","SMUG1","23583"
"218686_s_at","RHBDF1","64285"
"218687_s_at","MUC13","56667"
"218688_at","DAK","26007"
"218689_at","FANCF","2188"
"218692_at","SYBU","55638"
"218693_at","TSPAN15","23555"
"218694_at","ARMCX1","51309"
"218695_at","EXOSC4","54512"
"218697_at","NCKIPSD","51517"
"218698_at","APIP","51074"
"218699_at","RAB7L1","8934"
"218701_at","LACTB2","51110"
"218702_at","SARS2","54938"
"218703_at","SEC22A","26984"
"218704_at","RNF43","54894"
"218705_s_at","SNX24","28966"
"218706_s_at","GRAMD3","65983"
"218708_at","NXT1","29107"
"218709_s_at","IFT52","51098"
"218710_at","TTC27","55622"
"218711_s_at","SDPR","8436"
"218712_at","C1orf109","54955"
"218713_at","NARG2","79664"
"218715_at","UTP6","55813"
"218716_x_at","MTO1","25821"
"218717_s_at","LEPREL1","55214"
